CustomerID,Recency,Frequency,MonetaryValue,Tenure,AvgDaysBetweenPurchases,Age,Gender,Country,UniqueProductsCount
12463,46,7,186.23285714285717,195,27.857142857142858,37.38636363636363,M,Belgium,66
12464,10,8,151.50625,299,37.375,38.93103448275862,M,Belgium,6
12465,8,3,244.63,161,53.666666666666664,33.05882352941177,M,Belgium,46
12468,143,3,241.3466666666667,173,57.666666666666664,36.45,M,Germany,36
12471,2,49,382.46775510204077,370,7.551020408163265,36.433145009416194,M,Germany,152
12472,31,13,479.1907692307692,342,26.307692307692307,36.969309462915604,M,Germany,226
12473,29,9,316.47,162,18.0,37.87709497206704,M,Germany,140
12474,17,30,237.21566666666666,351,11.7,35.32166301969365,M,Germany,253
12475,54,1,723.38,0,0.0,37.166666666666664,M,Germany,36
12476,1,20,327.329,359,17.95,36.553030303030305,M,Germany,177
12477,23,9,1457.4455555555555,288,32.0,37.51623376623377,M,Germany,192
12478,4,1,680.99,0,0.0,37.888888888888886,M,Greece,36
12479,4,3,159.1,7,2.3333333333333335,36.857142857142854,M,Germany,31
12480,28,4,820.4075,307,76.75,36.76623376623377,M,Germany,129
12481,23,11,508.26,342,31.09090909090909,35.93119266055046,M,Germany,150
12483,17,13,179.01000000000002,322,24.76923076923077,36.25925925925926,M,Sweden,46
12484,33,8,561.90875,303,37.875,36.371428571428574,M,Spain,256
12488,10,3,432.8866666666667,65,21.666666666666668,34.85454545454545,M,France,46
12489,336,1,334.93,0,0.0,34.0,M,France,15
12490,5,10,541.793,324,32.4,36.53061224489796,M,France,131
12491,39,1,460.40000000000003,0,0.0,35.84615384615385,M,France,25
12492,63,2,131.60500000000002,42,21.0,37.8,M,Germany,19
12493,166,3,138.93,31,10.333333333333334,39.30434782608695,M,France,20
12494,10,13,87.6423076923077,355,27.307692307692307,36.595238095238095,M,France,63
12497,82,1,1043.1,0,0.0,34.285714285714285,M,Germany,14
12498,21,3,134.5666666666667,36,12.0,35.04347826086956,M,Germany,21
12500,23,13,323.5592307692308,310,23.846153846153847,33.63076923076923,M,Germany,34
12501,315,2,1044.84,21,10.5,36.425,M,Germany,149
12502,96,5,744.774,214,42.8,37.57142857142857,M,Spain,102
12503,338,1,-1126.0,0,0.0,41.0,M,Spain,1
12504,18,4,28.5,12,3.0,38.06666666666667,M,Germany,6
12505,301,1,-4.5,0,0.0,28.0,M,Italy,1
12506,233,1,73.5,0,0.0,35.0,M,France,23
12507,134,4,314.515,164,41.0,35.91304347826087,M,Spain,19
12508,26,2,199.135,2,1.0,31.579710144927535,M,France,57
12509,284,1,176.5,0,0.0,41.57142857142857,M,France,7
12510,143,2,491.28499999999997,182,91.0,36.27272727272727,M,Spain,29
12512,66,2,69.015,0,0.0,41.794117647058826,M,Israel,31
12513,85,2,293.395,28,14.0,34.861111111111114,M,France,35
12514,267,1,1017.68,0,0.0,38.64705882352941,M,Italy,51
12515,353,1,383.7,0,0.0,38.125,M,Italy,16
12516,78,2,656.03,102,51.0,39.03846153846154,M,Germany,20
12517,28,6,410.815,161,26.833333333333332,36.51748251748252,M,Germany,232
12518,1,5,411.378,109,21.8,36.99193548387097,M,Germany,84
12519,64,1,340.84,0,0.0,36.333333333333336,M,Germany,17
12520,79,6,430.41833333333335,194,32.333333333333336,35.94193548387097,M,Germany,121
12521,143,1,599.68,0,0.0,36.18421052631579,M,Germany,38
12522,39,2,96.36,12,6.0,32.416666666666664,M,Germany,11
12523,2,13,134.27461538461537,330,25.384615384615383,37.154545454545456,M,France,84
12524,9,8,560.715,324,40.5,36.604166666666664,M,Germany,113
12526,1,3,438.8866666666667,93,31.0,36.40845070422535,M,Germany,64
12527,82,3,116.23666666666668,243,81.0,37.0,M,Germany,18
12528,9,8,240.285,303,37.875,36.50526315789474,M,Germany,50
12530,60,5,324.726,277,55.4,35.0,M,Germany,51
12531,15,1,125.22,0,0.0,36.529411764705884,M,Germany,17
12532,30,1,349.83000000000004,0,0.0,34.0,M,France,16
12534,131,1,1089.18,0,0.0,37.73015873015873,M,Germany,63
12535,92,2,358.175,94,47.0,35.44117647058823,M,France,28
12536,8,5,821.3639999999999,51,10.2,35.53113553113553,M,France,260
12538,29,1,363.95,0,0.0,35.857142857142854,M,Spain,21
12539,22,5,770.5,311,62.2,36.55474452554745,M,Spain,158
12540,20,19,700.4757894736841,342,18.0,36.50935550935551,M,Spain,278
12541,30,3,327.06,251,83.66666666666667,39.05769230769231,M,Spain,46
12544,30,2,177.85,6,3.0,36.25,M,Spain,19
12545,75,2,500.195,184,92.0,35.44,M,Spain,42
12546,47,3,380.5,31,10.333333333333334,36.82857142857143,M,Spain,59
12547,198,2,103.89999999999999,82,41.0,29.0,M,Spain,7
12548,166,1,95.19999999999999,0,0.0,24.6,M,Spain,5
12550,79,1,964.83,0,0.0,35.85964912280702,M,Spain,57
12551,358,1,168.0,0,0.0,37.4,M,Spain,10
12552,39,2,218.91,0,0.0,35.85,M,Italy,20
12553,8,14,260.875,321,22.928571428571427,36.16836734693877,M,France,95
12556,50,2,301.855,100,50.0,36.00826446280992,M,Spain,100
12557,16,5,2398.192,355,71.0,37.78787878787879,M,Spain,15
12558,2,2,5.329070518200751e-15,5,2.5,36.77272727272727,M,USA,11
12559,311,3,178.73666666666668,8,2.6666666666666665,34.27272727272727,M,Germany,21
12560,5,4,525.3475,137,34.25,35.96396396396396,M,Germany,92
12561,303,1,238.85,0,0.0,34.375,M,Germany,16
12562,8,7,540.2485714285715,190,27.142857142857142,36.345238095238095,M,France,99
12564,261,1,456.9,0,0.0,40.19047619047619,M,France,21
12565,282,2,65.585,7,3.5,34.6,M,Saudi Arabia,9
12566,73,2,173.35,13,6.5,42.25,M,Germany,19
12567,23,11,828.6309090909091,346,31.454545454545453,36.42116630669546,M,France,323
12569,2,35,116.14257142857143,250,7.142857142857143,35.09424083769633,M,Germany,92
12571,40,2,259.805,81,40.5,35.294117647058826,M,France,31
12572,9,3,334.9066666666667,43,14.333333333333334,36.564516129032256,M,Germany,53
12573,227,1,160.54000000000002,0,0.0,36.964285714285715,M,France,26
12574,316,1,218.45,0,0.0,39.09090909090909,M,France,11
12576,36,6,217.83,268,44.666666666666664,35.325842696629216,M,Poland,72
12577,35,4,148.85,323,80.75,37.11486486486486,M,France,137
12578,21,4,688.34,317,79.25,36.35,M,Italy,112
12579,73,3,136.90666666666667,4,1.3333333333333333,40.193548387096776,M,France,29
12580,247,1,415.7,0,0.0,40.833333333333336,M,Germany,24
12581,40,1,197.71,0,0.0,33.46666666666667,M,Germany,15
12582,239,2,255.68,49,24.5,39.40909090909091,M,Finland,21
12583,3,18,399.2966666666667,370,20.555555555555557,37.0796812749004,M,France,115
12584,4,18,105.21944444444445,276,15.333333333333334,36.166666666666664,M,Italy,44
12585,234,4,495.7025,117,29.25,37.70103092783505,M,Germany,77
12586,17,2,89.97000000000001,351,175.5,36.416666666666664,M,Italy,12
12587,8,1,144.0,0,0.0,43.75,M,Finland,4
12588,39,1,214.89999999999998,0,0.0,36.6,M,Finland,10
12589,29,2,323.34,115,57.5,39.68571428571428,M,France,29
12590,190,3,3287.1266666666666,20,6.666666666666667,35.128571428571426,M,Germany,68
12591,317,1,452.84999999999997,0,0.0,32.03846153846154,M,Italy,26
12592,92,2,218.8,121,60.5,37.22222222222222,M,Germany,11
12593,109,3,139.36666666666665,110,36.666666666666664,39.61904761904762,M,France,14
12594,38,11,301.83818181818185,285,25.90909090909091,35.64705882352941,M,Italy,50
12596,51,2,309.135,190,95.0,37.370370370370374,M,Spain,25
12597,19,5,736.626,248,49.6,35.92056074766355,M,Spain,184
12598,10,9,333.63111111111107,275,30.555555555555557,36.81954887218045,M,France,84
12599,29,7,147.51142857142855,275,39.285714285714285,38.596774193548384,M,France,32
12600,29,11,234.64,342,31.09090909090909,36.41538461538462,M,Germany,32
12601,190,6,94.92666666666668,142,23.666666666666668,33.93103448275862,M,Germany,21
12602,59,1,153.12,0,0.0,38.583333333333336,M,France,12
12603,22,1,739.1999999999999,0,0.0,38.0,M,Germany,3
12604,79,2,127.09,182,91.0,36.3125,M,France,15
12605,365,1,-7.5,0,0.0,38.333333333333336,M,Germany,3
12607,58,2,1.7763568394002505e-15,2,1.0,36.5,M,USA,101
12609,78,3,375.6166666666666,240,80.0,33.416666666666664,M,Germany,57
12610,23,7,293.9985714285714,103,14.714285714285714,36.1981981981982,M,Italy,85
12611,52,1,1193.32,0,0.0,37.56923076923077,M,Italy,65
12612,58,2,321.795,16,8.0,39.57142857142857,M,Germany,19
12613,31,6,536.4966666666667,230,38.333333333333336,37.63803680981595,M,Germany,124
12614,278,1,315.6,0,0.0,35.15,M,Germany,20
12615,2,4,572.7975,166,41.5,37.076190476190476,M,France,82
12616,85,5,131.45,212,42.4,36.611111111111114,M,France,25
12617,29,1,355.53,0,0.0,36.07142857142857,M,France,39
12618,22,1,177.31,0,0.0,34.81818181818182,M,Italy,11
12619,16,13,247.2930769230769,237,18.23076923076923,36.34736842105263,M,Germany,50
12620,15,3,446.47,189,63.0,35.72826086956522,M,France,89
12621,2,23,591.8291304347825,364,15.826086956521738,37.01476793248945,M,Germany,261
12622,232,1,180.1,0,0.0,40.63636363636363,M,Germany,11
12623,276,1,305.1,0,0.0,33.44444444444444,M,Germany,18
12624,106,2,320.565,71,35.5,37.89473684210526,M,France,36
12625,212,3,871.44,107,35.666666666666664,36.967032967032964,M,Germany,74
12626,23,13,491.4115384615385,303,23.307692307692307,36.957654723127035,M,Germany,232
12627,11,7,639.79,129,18.428571428571427,35.02608695652174,M,Germany,162
12628,4,4,192.4025,60,15.0,33.41860465116279,M,Germany,34
12630,10,2,635.44,34,17.0,36.640625,M,Finland,60
12631,57,1,640.5,0,0.0,35.74193548387097,M,Finland,31
12633,59,5,428.12600000000003,229,45.8,37.05825242718446,M,Germany,73
12635,90,2,844.59,65,32.5,35.257425742574256,M,Germany,96
12637,67,10,595.325,256,25.6,36.04822335025381,M,France,205
12638,33,1,671.69,0,0.0,34.07692307692308,M,Sweden,39
12639,239,1,486.1,0,0.0,35.63636363636363,M,Sweden,22
12640,24,3,391.52666666666664,57,19.0,36.0377358490566,M,France,47
12641,115,1,185.9,0,0.0,37.9,M,Sweden,10
12642,25,3,337.75333333333333,82,27.333333333333332,36.297872340425535,M,Germany,39
12643,128,6,557.4399999999999,204,34.0,36.708333333333336,M,France,11
12644,130,1,477.91,0,0.0,33.87096774193548,M,Germany,31
12645,34,5,351.076,282,56.4,36.013513513513516,M,Germany,58
12646,5,2,673.485,44,22.0,37.955555555555556,M,USA,43
12647,22,13,282.3015384615385,346,26.615384615384617,37.2265625,M,Germany,79
12648,155,1,318.05,0,0.0,35.95238095238095,M,Germany,21
12649,107,4,150.9275,257,64.25,36.45454545454545,M,Germany,30
12650,3,1,314.44,0,0.0,36.55,M,France,20
12651,335,1,114.0,0,0.0,42.888888888888886,M,France,9
12652,322,2,457.265,9,4.5,36.254901960784316,M,France,48
12653,149,2,1104.925,147,73.5,37.48837209302326,M,Israel,37
12654,11,5,120.396,284,56.8,38.10526315789474,M,Germany,31
12656,17,8,497.84,225,28.125,35.36153846153846,M,France,89
12657,11,5,230.41199999999998,67,13.4,39.785714285714285,M,France,35
12658,19,1,686.05,0,0.0,34.888888888888886,M,Germany,36
12659,30,1,91.68,0,0.0,37.6,M,France,5
12660,11,1,245.1,0,0.0,34.53846153846154,M,France,13
12662,1,12,318.09,372,31.0,35.46551724137931,M,Germany,129
12664,8,10,486.38800000000003,314,31.4,39.55263157894737,M,Finland,10
12665,325,2,30.875,6,3.0,43.0,M,Germany,3
12666,359,1,-227.44,0,0.0,48.5,M,Israel,2
12667,58,1,620.13,0,0.0,41.24242424242424,M,Finland,33
12668,7,6,623.8633333333333,348,58.0,35.529761904761905,M,Germany,115
12669,151,4,401.9325,105,26.25,38.333333333333336,M,France,98
12670,10,6,497.69166666666666,222,37.0,37.755319148936174,M,France,58
12672,330,1,225.89999999999998,0,0.0,37.1,M,France,10
12673,5,2,305.26,321,160.5,34.904761904761905,M,Germany,42
12674,12,7,274.1871428571429,196,28.0,37.75824175824176,M,France,52
12676,25,6,221.89833333333334,286,47.666666666666664,36.577777777777776,M,Sweden,33
12678,42,13,1352.943076923077,311,23.923076923076923,36.0,M,France,105
12679,52,9,117.63000000000001,231,25.666666666666668,36.910714285714285,M,France,45
12680,1,4,215.7025,112,28.0,34.78846153846154,M,France,33
12681,15,27,506.5774074074074,353,13.074074074074074,36.6749226006192,M,France,267
12682,4,31,396.3941935483871,367,11.838709677419354,36.67619047619048,M,France,209
12683,4,20,411.0545,361,18.05,36.72375690607735,M,France,177
12684,8,7,326.23285714285714,205,29.285714285714285,39.08571428571429,M,France,61
12685,28,6,477.18,65,10.833333333333334,38.43312101910828,M,France,117
12686,372,1,89.14,0,0.0,30.714285714285715,M,France,7
12688,114,1,4873.8099999999995,0,0.0,35.994152046783626,M,Israel,171
12689,26,2,623.805,101,50.5,36.69444444444444,M,France,57
12690,206,1,389.01,0,0.0,37.0625,M,France,16
12691,28,6,172.63333333333333,329,54.833333333333336,36.84375,M,France,21
12693,121,6,138.49333333333334,198,33.0,35.1219512195122,M,Germany,35
12694,70,2,434.835,112,56.0,37.54054054054054,M,France,32
12695,7,4,145.525,203,50.75,34.2962962962963,M,France,23
12697,21,5,187.804,148,29.6,34.86046511627907,M,Sweden,37
12700,8,6,811.3316666666666,207,34.5,35.7037037037037,M,France,193
12701,80,2,398.855,162,81.0,35.9622641509434,M,Germany,50
12702,20,1,219.0,0,0.0,42.083333333333336,M,Germany,12
12703,64,2,137.35,7,3.5,37.0,M,Germany,21
12704,7,10,222.084,162,16.2,36.41111111111111,M,Finland,64
12705,15,14,486.7314285714286,341,24.357142857142858,35.525862068965516,M,Germany,228
12707,292,1,603.42,0,0.0,39.63636363636363,M,France,33
12708,30,16,163.52,338,21.125,36.87931034482759,M,Germany,86
12709,3,26,357.4653846153846,363,13.961538461538462,37.55642023346304,M,Germany,103
12710,97,4,282.6425,104,26.0,38.08860759493671,M,Germany,75
12712,23,17,249.50764705882352,348,20.470588235294116,37.478873239436616,M,Germany,59
12713,1,1,848.55,0,0.0,38.05263157894737,M,Germany,38
12714,9,5,941.7719999999999,285,57.0,35.397683397683394,M,France,216
12715,106,1,353.86,0,0.0,37.714285714285715,M,Sweden,20
12716,4,2,526.745,129,64.5,36.05797101449275,M,France,60
12717,151,3,326.99333333333334,94,31.333333333333332,34.214285714285715,M,Greece,49
12718,71,1,238.25,0,0.0,36.10526315789474,M,France,19
12719,5,3,202.70000000000002,59,19.666666666666668,35.976190476190474,M,France,34
12720,3,29,197.00965517241377,366,12.620689655172415,36.523676880222844,M,Germany,211
12721,32,7,375.56857142857143,334,47.714285714285715,36.71951219512195,M,France,134
12722,85,6,150.72166666666666,65,10.833333333333334,34.64912280701754,M,France,50
12723,4,5,145.014,61,12.2,36.08695652173913,M,France,53
12724,5,4,257.8525,327,81.75,35.37735849056604,M,France,47
12725,371,1,427.8,0,0.0,36.958333333333336,M,Italy,24
12726,28,7,372.7285714285714,329,47.0,35.33064516129032,M,France,57
12727,11,9,438.6333333333333,309,34.333333333333336,37.645390070921984,M,France,109
12728,71,4,209.0825,261,65.25,34.19565217391305,M,France,38
12729,114,1,453.01,0,0.0,34.76923076923077,M,France,26
12731,24,14,1342.3864285714285,341,24.357142857142858,35.75812274368231,M,France,109
12732,180,1,236.26000000000002,0,0.0,38.416666666666664,M,France,12
12733,234,1,383.95,0,0.0,37.31818181818182,M,USA,22
12734,353,1,110.39999999999999,0,0.0,40.0,M,France,4
12735,315,2,389.78499999999997,21,10.5,36.44186046511628,M,France,38
12736,333,1,234.0,0,0.0,28.25,M,France,4
12738,372,1,155.35,0,0.0,42.0,M,Germany,11
12739,78,2,506.52,20,10.0,37.473684210526315,M,United Arab Emirates,38
12740,64,1,427.6,0,0.0,35.74074074074074,M,France,27
12743,134,2,273.215,0,0.0,35.32089552238806,M,Unspecified,114
12744,52,10,912.039,266,26.6,35.480349344978166,M,Singapore,178
12747,2,11,381.4554545454546,366,33.27272727272727,37.74757281553398,M,United Kingdom,42
12748,1,224,129.7861607142857,372,1.6607142857142858,36.520896165445926,M,United Kingdom,1769
12749,4,8,483.525,209,26.125,37.09090909090909,M,United Kingdom,160
12750,129,1,275.88,0,0.0,40.06666666666667,M,Poland,15
12752,81,1,4366.78,0,0.0,38.924528301886795,M,Norway,53
12753,4,11,1911.2736363636361,358,32.54545454545455,37.00869565217391,M,Japan,132
12754,236,5,589.824,72,14.4,34.89230769230769,M,Japan,50
12755,250,4,550.8,115,28.75,35.333333333333336,M,Japan,5
12756,87,1,112.07999999999998,0,0.0,36.5,M,Japan,4
12757,16,19,222.51052631578946,195,10.263157894736842,35.53315649867374,M,Portugal,237
12758,117,2,1395.795,159,79.5,36.05154639175258,M,Portugal,84
12759,52,3,510.48,223,74.33333333333333,38.61052631578947,M,Netherlands,81
12762,8,2,949.26,17,8.5,34.79710144927536,M,Portugal,62
12763,138,2,247.04,230,115.0,40.55555555555556,M,Japan,16
12764,317,1,1693.88,0,0.0,38.17777777777778,M,Lebanon,45
12766,4,7,998.5185714285715,362,51.714285714285715,36.41290322580645,M,Portugal,205
12769,239,1,1143.6,0,0.0,33.90625,M,Brazil,32
12770,211,1,1351.45,0,0.0,39.083333333333336,M,Japan,12
12772,60,1,892.47,0,0.0,36.72727272727273,M,Portugal,55
12775,17,6,225.20666666666668,294,49.0,36.07462686567164,M,Netherlands,47
12778,20,7,114.89,292,41.714285714285715,35.411764705882355,M,Netherlands,40
12779,21,12,322.39166666666665,350,29.166666666666668,36.59748427672956,M,Poland,88
12781,21,5,141.544,263,52.6,35.86666666666667,M,Czech Republic,25
12782,5,6,378.8866666666667,352,58.666666666666664,36.85981308411215,M,Portugal,81
12783,2,8,200.48375,73,9.125,36.80232558139535,M,Portugal,76
12784,9,2,287.21,6,3.0,35.28813559322034,M,Portugal,54
12785,3,2,152.855,361,180.5,32.4,M,Portugal,14
12787,10,3,154.55333333333334,182,60.666666666666664,39.45,M,Netherlands,17
12789,65,1,91.85,0,0.0,25.5,M,Netherlands,4
12790,192,1,324.92,0,0.0,37.714285714285715,M,Netherlands,21
12791,374,1,192.60000000000002,0,0.0,40.0,M,Netherlands,2
12792,257,1,400.53999999999996,0,0.0,36.16,M,Portugal,25
12793,335,2,272.74,36,18.0,40.791666666666664,M,Portugal,21
12794,53,2,430.205,45,22.5,32.4,M,Portugal,43
12795,19,1,430.48,0,0.0,38.285714285714285,M,Portugal,14
12797,360,3,64.72666666666667,5,1.6666666666666667,36.76470588235294,M,Portugal,13
12798,10,3,2325.68,160,53.333333333333336,39.0,M,Japan,6
12802,184,2,206.29,3,1.5,36.23076923076923,M,Netherlands,25
12808,37,3,161.21666666666667,331,110.33333333333333,39.607142857142854,M,Portugal,27
12809,168,2,242.18,9,4.5,35.5,M,Portugal,25
12811,261,3,171.61666666666667,23,7.666666666666667,37.67741935483871,M,Portugal,27
12812,45,1,229.64000000000001,0,0.0,38.06666666666667,M,Japan,15
12814,102,1,125.92,0,0.0,36.5,M,Poland,2
12815,148,2,531.73,50,25.0,40.48936170212766,M,Poland,38
12816,96,2,286.1,80,40.0,34.89655172413793,M,Poland,27
12817,281,1,166.04,0,0.0,41.0,M,Austria,4
12818,178,2,758.94,83,41.5,36.875,M,Austria,14
12820,3,4,235.585,323,80.75,35.644067796610166,M,United Kingdom,55
12821,214,1,92.72,0,0.0,37.333333333333336,M,United Kingdom,6
12822,71,3,306.32666666666665,16,5.333333333333333,36.829787234042556,M,United Kingdom,41
12823,75,5,351.9,221,44.2,32.2,M,United Kingdom,1
12824,60,1,397.12,0,0.0,37.76,M,United Kingdom,25
12826,3,8,183.51500000000001,362,45.25,36.351063829787236,M,United Kingdom,58
12827,6,3,143.38333333333335,38,12.666666666666666,34.36,M,United Kingdom,19
12828,3,6,169.785,127,21.166666666666668,36.05357142857143,M,United Kingdom,46
12829,322,3,84.35000000000001,37,12.333333333333334,35.916666666666664,M,United Kingdom,9
12830,38,7,964.0571428571428,134,19.142857142857142,38.69230769230769,M,United Kingdom,14
12831,262,1,215.05,0,0.0,38.666666666666664,M,United Kingdom,9
12832,32,2,191.515,65,32.5,37.111111111111114,M,United Kingdom,27
12833,145,1,417.38,0,0.0,40.583333333333336,M,United Kingdom,24
12834,283,1,312.38,0,0.0,40.888888888888886,M,United Kingdom,18
12836,59,4,653.215,252,63.0,37.308571428571426,M,United Kingdom,148
12837,173,1,134.1,0,0.0,33.083333333333336,M,United Kingdom,12
12838,34,2,341.565,340,170.0,36.03252032520325,M,United Kingdom,115
12839,3,16,348.97625,364,22.75,36.212025316455694,M,United Kingdom,96
12840,144,6,452.37833333333333,82,13.666666666666666,36.87931034482759,M,United Kingdom,67
12841,5,26,149.09230769230768,367,14.115384615384615,36.42369020501139,M,United Kingdom,230
